drwxrwxr-x 2 molesz molesz  4096 okt    1 20:03 Ch2
drwxrwxr-x 3 molesz molesz  4096 szept 17 17:06 Ch3
drwxrwxr-x 3 molesz molesz  4096 okt    4 10:30 Ch4
drwxrwxr-x 3 molesz molesz  4096 okt   15 19:55 Ch5
drwxrwxr-x 3 molesz molesz  4096 okt   31 18:58 Ch6
drwxrwxr-x 3 molesz molesz  4096 nov    5 21:13 Ch7
drwxrwxr-x 5 molesz molesz  4096 okt   31 20:53 Ch8
drwxrwxr-x 2 molesz molesz  4096 nov   11 11:18 Ch9
